,customer_id,flavor,after,price
64,37,Banana,Banana,750.0
65,37,Banana,churned,750.0
66,38,Coffee,churned,1230.0
67,39,Apple,churned,760.0
68,40,Coffee,Coffee,1470.0
69,40,Coffee,churned,1470.0
70,41,Doughnut,Apple,610.0
71,41,Apple,churned,640.0
72,42,Banana,Banana,819.9999999999999
73,42,Banana,churned,819.9999999999999
74,43,Apple,Coffee,760.0
75,43,Coffee,churned,1200.0
76,44,Coffee,churned,1230.0
77,45,Doughnut,none,480.0
78,46,Coffee,Apple,1200.0
79,46,Apple,Banana,760.0
80,46,Banana,Banana,720.0
81,46,Banana,churned,720.0
82,47,Banana,Banana,900.0
83,47,Banana,churned,900.0
84,48,Doughnut,churned,370.0
85,49,Banana,churned,720.0
86,50,Apple,Coffee,760.0
87,50,Coffee,churned,1200.0
88,51,Banana,Apple,720.0
89,51,Apple,churned,760.0
90,52,Coffee,Banana,1390.0
91,52,Banana,churned,750.0
92,53,Doughnut,churned,360.0
93,54,Banana,churned,720.0
94,55,Doughnut,churned,480.0
95,56,Doughnut,Apple,610.0
96,56,Apple,churned,640.0
97,57,Banana,none,819.9999999999999
98,58,Banana,churned,819.9999999999999
99,59,Apple,Apple,760.0
100,59,Apple,churned,760.0
101,60,Coffee,Banana,1230.0
102,60,Banana,churned,819.9999999999999
103,61,Coffee,Doughnut,1480.0
104,61,Doughnut,Apple,370.0
105,61,Apple,churned,700.0
106,62,Coffee,Coffee,1230.0
107,62,Coffee,Coffee,1230.0
108,62,Coffee,churned,1230.0
109,63,Banana,Apple,750.0
110,63,Apple,Banana,580.0
111,63,Banana,churned,750.0
112,64,Banana,Banana,819.9999999999999
113,64,Banana,churned,819.9999999999999
114,65,Coffee,churned,1230.0
115,66,Apple,churned,760.0
116,67,Doughnut,churned,370.0
117,68,Doughnut,Coffee,480.0
118,68,Coffee,churned,1230.0
119,69,Apple,churned,760.0
120,70,Banana,Banana,750.0
121,70,Banana,Banana,750.0
122,70,Banana,churned,750.0
123,71,Doughnut,Apple,590.0
124,71,Apple,churned,580.0
125,72,Coffee,churned,1390.0
126,73,Banana,Coffee,900.0
127,73,Coffee,churned,1470.0
128,74,Banana,Coffee,900.0
129,74,Coffee,churned,1470.0
130,75,Apple,churned,760.0
131,76,Doughnut,churned,370.0
132,77,Doughnut,churned,590.0
133,78,Banana,churned,900.0
134,79,Doughnut,Coffee,590.0
135,79,Coffee,Coffee,1390.0
136,79,Coffee,churned,1390.0
137,80,Coffee,churned,1230.0
138,81,Banana,Banana,720.0
139,81,Banana,churned,720.0
140,82,Banana,Coffee,900.0
141,82,Coffee,churned,1480.0
142,83,Coffee,churned,1390.0
143,84,Coffee,Doughnut,1480.0
144,84,Doughnut,churned,370.0
145,85,Apple,Apple,580.0
146,85,Apple,churned,580.0
147,86,Apple,churned,760.0
148,87,Banana,churned,720.0
149,88,Doughnut,churned,370.0
150,89,Banana,Apple,720.0
151,89,Apple,churned,760.0
152,90,Banana,Coffee,720.0
153,90,Coffee,Apple,1200.0
154,90,Apple,churned,760.0
155,91,Banana,churned,819.9999999999999
156,92,Coffee,churned,1470.0
157,93,Apple,Apple,550.0
158,93,Apple,none,550.0
159,94,Apple,Coffee,550.0
160,94,Coffee,churned,1230.0
161,95,Doughnut,Coffee,480.0
162,95,Coffee,churned,1230.0
163,96,Coffee,Coffee,1390.0
164,96,Coffee,Coffee,1390.0
165,96,Coffee,churned,1390.0
166,97,Apple,churned,550.0
167,98,Banana,churned,720.0
168,99,Coffee,Apple,1390.0
169,99,Apple,Apple,580.0
170,99,Apple,none,580.0
171,100,Doughnut,churned,480.0
172,101,Doughnut,churned,370.0
173,102,Banana,Banana,720.0
174,102,Banana,none,720.0
175,103,Banana,churned,819.9999999999999
176,104,Banana,Coffee,750.0
177,104,Coffee,churned,1390.0
178,105,Banana,churned,900.0
179,106,Banana,churned,900.0
180,107,Coffee,Banana,1390.0
181,107,Banana,churned,750.0
182,108,Coffee,churned,1200.0
183,109,Coffee,churned,1390.0
184,110,Banana,churned,720.0
185,111,Banana,churned,819.9999999999999
186,112,Apple,churned,700.0
187,113,Doughnut,Doughnut,370.0
188,113,Doughnut,churned,370.0
189,114,Apple,churned,760.0
190,115,Coffee,Coffee,1230.0
191,115,Coffee,churned,1230.0
192,116,Coffee,Doughnut,1480.0
193,116,Doughnut,churned,370.0
194,117,Coffee,churned,1480.0
195,118,Coffee,Coffee,1230.0
196,118,Coffee,Banana,1230.0
197,118,Banana,Doughnut,819.9999999999999
198,118,Doughnut,Doughnut,480.0
199,118,Doughnut,churned,480.0
200,119,Doughnut,churned,360.0
201,120,Coffee,churned,1230.0
202,121,Coffee,churned,1470.0
203,123,Coffee,Banana,1470.0
204,123,Banana,Banana,900.0
205,123,Banana,churned,900.0
206,124,Banana,churned,750.0
207,125,Banana,Apple,900.0
208,125,Apple,churned,640.0
209,126,Apple,churned,760.0
210,127,Banana,Banana,750.0
211,127,Banana,churned,750.0
212,128,Doughnut,Doughnut,370.0
213,128,Doughnut,churned,370.0
214,129,Apple,Doughnut,700.0
215,129,Doughnut,Banana,370.0
216,129,Banana,churned,900.0
217,130,Coffee,Banana,1480.0
218,130,Banana,churned,900.0
219,131,Doughnut,Apple,360.0
220,131,Apple,churned,760.0
221,132,Banana,churned,720.0
222,133,Apple,churned,640.0
223,134,Banana,Banana,750.0
224,134,Banana,churned,750.0
225,135,Apple,Coffee,580.0
226,135,Coffee,Banana,1390.0
227,135,Banana,churned,750.0
228,136,Banana,Doughnut,819.9999999999999
229,136,Doughnut,churned,480.0
230,137,Apple,Coffee,580.0
231,137,Coffee,Doughnut,1390.0
232,137,Doughnut,churned,590.0
233,138,Banana,none,750.0
234,139,Doughnut,churned,370.0
235,140,Banana,churned,819.9999999999999
236,141,Apple,Banana,760.0
237,141,Banana,churned,720.0
238,142,Coffee,none,1390.0
239,143,Doughnut,Doughnut,370.0
240,143,Doughnut,Coffee,370.0
241,143,Coffee,Doughnut,1480.0
242,143,Doughnut,Coffee,370.0
243,143,Coffee,churned,1480.0
244,144,Doughnut,churned,370.0
245,145,Doughnut,churned,360.0
246,146,Banana,churned,819.9999999999999
247,147,Banana,Banana,720.0
248,147,Banana,churned,720.0
249,148,Coffee,Doughnut,1480.0
250,148,Doughnut,churned,370.0
251,149,Banana,Coffee,720.0
252,149,Coffee,Apple,1200.0
253,149,Apple,Apple,760.0
254,149,Apple,churned,760.0
255,150,Apple,churned,700.0
256,151,Coffee,Banana,1390.0
257,151,Banana,Banana,750.0
258,151,Banana,Banana,750.0
259,151,Banana,none,750.0
260,152,Doughnut,Banana,590.0
261,152,Banana,churned,750.0
262,153,Banana,Banana,819.9999999999999
263,153,Banana,churned,819.9999999999999
264,154,Banana,Coffee,720.0
265,154,Coffee,Coffee,1200.0
266,154,Coffee,churned,1200.0
267,155,Apple,Apple,640.0
268,155,Apple,Apple,640.0
269,155,Apple,churned,640.0
270,156,Apple,churned,550.0
271,157,Apple,churned,550.0
272,158,Apple,Apple,700.0
273,158,Apple,churned,700.0
274,159,Coffee,churned,1480.0
275,160,Coffee,Banana,1480.0
276,160,Banana,Doughnut,900.0
277,160,Doughnut,churned,370.0
278,161,Coffee,Banana,1470.0
279,161,Banana,churned,900.0
280,164,Doughnut,churned,590.0
281,165,Coffee,Coffee,1390.0
282,165,Coffee,churned,1390.0
283,166,Doughnut,churned,480.0
284,167,Banana,Apple,900.0
285,167,Apple,churned,640.0
286,169,Banana,Banana,900.0
287,169,Banana,Coffee,900.0
288,169,Coffee,churned,1470.0
289,170,Apple,churned,760.0
290,173,Apple,Banana,550.0
291,173,Banana,churned,819.9999999999999
292,174,Coffee,churned,1470.0
293,175,Coffee,Banana,1480.0
294,175,Banana,Doughnut,900.0
295,175,Doughnut,churned,370.0
296,176,Apple,Coffee,550.0
297,176,Coffee,Coffee,1230.0
298,176,Coffee,churned,1230.0
299,177,Banana,Coffee,750.0
300,177,Coffee,churned,1390.0
301,178,Coffee,Apple,1230.0
302,178,Apple,churned,550.0
303,179,Coffee,Doughnut,1480.0
304,179,Doughnut,Doughnut,370.0
305,179,Doughnut,Doughnut,370.0
306,179,Doughnut,churned,370.0
307,180,Coffee,Banana,1470.0
308,180,Banana,churned,900.0
309,181,Doughnut,churned,590.0
310,182,Apple,churned,640.0
311,183,Banana,Coffee,750.0
312,183,Coffee,Apple,1390.0
313,183,Apple,churned,580.0
314,184,Coffee,churned,1230.0
315,185,Apple,Apple,760.0
316,185,Apple,churned,760.0
317,186,Coffee,Apple,1390.0
318,186,Apple,churned,580.0
319,187,Doughnut,churned,610.0
320,188,Banana,Apple,819.9999999999999
321,188,Apple,churned,550.0
322,189,Apple,none,580.0
323,190,Coffee,Doughnut,1480.0
324,190,Doughnut,churned,370.0
325,191,Banana,Banana,750.0
326,191,Banana,churned,750.0
327,192,Banana,Coffee,900.0
328,192,Coffee,churned,1470.0
329,193,Coffee,churned,1390.0
330,194,Coffee,Coffee,1470.0
331,194,Coffee,churned,1470.0
332,195,Apple,Coffee,760.0
333,195,Coffee,churned,1200.0
334,196,Banana,churned,750.0
335,197,Doughnut,Coffee,370.0
336,197,Coffee,Doughnut,1480.0
337,197,Doughnut,churned,370.0
338,198,Doughnut,Doughnut,590.0
339,198,Doughnut,churned,590.0
340,199,Coffee,Apple,1230.0
341,199,Apple,none,550.0
342,200,Apple,Doughnut,550.0
343,200,Doughnut,churned,480.0
344,201,Coffee,Apple,1230.0
345,201,Apple,churned,550.0
346,202,Doughnut,churned,480.0
347,203,Banana,Apple,819.9999999999999
348,203,Apple,Doughnut,550.0
349,203,Doughnut,churned,480.0
350,204,Banana,churned,819.9999999999999
351,205,Apple,churned,640.0
352,206,Doughnut,churned,480.0
353,207,Apple,Banana,760.0
354,207,Banana,Doughnut,720.0
355,207,Doughnut,churned,360.0
356,208,Apple,churned,580.0
357,209,Banana,churned,750.0
358,210,Coffee,Doughnut,1470.0
359,210,Doughnut,churned,610.0
360,211,Apple,churned,760.0
361,212,Coffee,Doughnut,1390.0
362,212,Doughnut,churned,590.0
363,213,Banana,Doughnut,750.0
364,213,Doughnut,churned,590.0
365,214,Coffee,Apple,1470.0
366,214,Apple,Coffee,640.0
367,214,Coffee,churned,1470.0
368,215,Coffee,Coffee,1470.0
369,215,Coffee,churned,1470.0
370,216,Banana,Apple,900.0
371,216,Apple,churned,640.0
372,217,Coffee,Apple,1200.0
373,217,Apple,Apple,760.0
374,217,Apple,churned,760.0
375,218,Doughnut,Apple,360.0
376,218,Apple,Apple,760.0
377,218,Apple,churned,760.0
378,219,Banana,Apple,750.0
379,219,Apple,Doughnut,580.0
380,219,Doughnut,churned,590.0
381,220,Apple,Apple,640.0
382,220,Apple,Apple,640.0
383,220,Apple,churned,640.0
384,221,Banana,churned,720.0
385,222,Coffee,churned,1390.0
386,223,Apple,Apple,760.0
387,223,Apple,churned,760.0
388,224,Banana,churned,819.9999999999999
389,225,Doughnut,churned,590.0
390,226,Coffee,churned,1470.0
391,227,Doughnut,churned,370.0
392,228,Apple,churned,760.0
393,229,Coffee,Coffee,1470.0
394,229,Coffee,none,1470.0
395,230,Banana,Apple,900.0
396,230,Apple,churned,640.0
397,231,Coffee,churned,1480.0
398,232,Apple,churned,760.0
399,233,Coffee,Banana,1390.0
400,233,Banana,none,750.0
401,234,Apple,churned,580.0
402,235,Banana,Banana,750.0
403,235,Banana,churned,750.0
404,236,Banana,churned,900.0
405,237,Coffee,Banana,1230.0
406,237,Banana,Coffee,819.9999999999999
407,237,Coffee,churned,1230.0
408,238,Coffee,Doughnut,1390.0
409,238,Doughnut,churned,590.0
410,239,Coffee,churned,1230.0
411,240,Banana,Doughnut,900.0
412,240,Doughnut,churned,610.0
413,242,Banana,Coffee,900.0
414,242,Coffee,churned,1470.0
415,243,Banana,Banana,720.0
416,243,Banana,Apple,720.0
417,243,Apple,churned,760.0
418,244,Doughnut,churned,370.0
419,245,Doughnut,churned,370.0
420,246,Apple,churned,760.0
421,247,Apple,churned,760.0
422,248,Coffee,churned,1480.0
423,249,Coffee,churned,1470.0
424,250,Doughnut,churned,480.0
425,251,Doughnut,churned,360.0
426,252,Banana,Apple,720.0
427,252,Apple,churned,760.0
428,253,Banana,Banana,900.0
429,253,Banana,churned,900.0
430,254,Banana,Banana,750.0
431,254,Banana,Coffee,750.0
432,254,Coffee,churned,1390.0
433,255,Apple,Coffee,640.0
434,255,Coffee,churned,1470.0
435,256,Banana,churned,819.9999999999999
436,257,Doughnut,churned,590.0
437,258,Banana,Doughnut,900.0
438,258,Doughnut,churned,370.0
439,259,Apple,churned,580.0
440,260,Banana,Banana,720.0
441,260,Banana,Banana,720.0
442,260,Banana,churned,720.0
443,261,Banana,Apple,900.0
444,261,Apple,Coffee,640.0
445,261,Coffee,churned,1470.0
446,262,Banana,none,720.0
447,263,Doughnut,churned,480.0
448,264,Banana,Banana,720.0
449,264,Banana,churned,720.0
450,265,Coffee,none,1470.0
451,266,Banana,churned,900.0
452,267,Coffee,churned,1390.0
453,269,Doughnut,churned,360.0
454,270,Apple,Coffee,700.0
455,270,Coffee,churned,1480.0
456,271,Doughnut,none,610.0
457,272,Apple,churned,550.0
458,273,Apple,churned,700.0
459,274,Apple,churned,640.0
460,275,Banana,churned,900.0
461,276,Banana,Coffee,819.9999999999999
462,276,Coffee,Banana,1230.0
463,276,Banana,churned,819.9999999999999
464,277,Doughnut,churned,370.0
465,278,Apple,Coffee,640.0
466,278,Coffee,churned,1470.0
467,279,Coffee,churned,1470.0
468,281,Apple,churned,640.0
469,283,Banana,Apple,720.0
470,283,Apple,churned,760.0
471,284,Banana,Coffee,819.9999999999999
472,284,Coffee,churned,1230.0
473,285,Doughnut,churned,590.0
474,286,Apple,Coffee,640.0
475,286,Coffee,churned,1470.0
476,287,Doughnut,churned,370.0
477,288,Doughnut,churned,590.0
478,289,Banana,churned,720.0
479,290,Doughnut,churned,610.0
480,291,Doughnut,churned,370.0
481,292,Coffee,Apple,1200.0
482,292,Apple,churned,760.0
483,293,Banana,Apple,720.0
484,293,Apple,Banana,760.0
485,293,Banana,Coffee,720.0
486,293,Coffee,churned,1200.0
487,294,Banana,Banana,900.0
488,294,Banana,none,900.0
489,295,Apple,Apple,550.0
490,295,Apple,Coffee,550.0
491,295,Coffee,churned,1230.0
492,296,Apple,churned,640.0
493,297,Coffee,churned,1390.0
494,298,Apple,churned,640.0
495,299,Doughnut,churned,480.0
496,300,Doughnut,churned,370.0
497,301,Coffee,churned,1390.0
498,302,Coffee,Doughnut,1390.0
499,302,Doughnut,churned,590.0
500,303,Doughnut,Doughnut,370.0
501,303,Doughnut,Doughnut,370.0
502,303,Doughnut,churned,370.0
503,304,Doughnut,Doughnut,590.0
504,304,Doughnut,Banana,590.0
505,304,Banana,churned,750.0
506,305,Doughnut,churned,590.0
507,306,Banana,churned,750.0
508,307,Doughnut,churned,370.0
509,308,Apple,Coffee,760.0
510,308,Coffee,Banana,1200.0
511,308,Banana,churned,720.0
512,309,Coffee,Coffee,1470.0
513,309,Coffee,churned,1470.0
514,310,Apple,churned,580.0
515,311,Coffee,churned,1390.0
516,312,Doughnut,churned,610.0
517,313,Coffee,Apple,1200.0
518,313,Apple,churned,760.0
519,314,Doughnut,Coffee,370.0
520,314,Coffee,churned,1480.0
521,315,Banana,churned,819.9999999999999
522,316,Coffee,Apple,1390.0
523,316,Apple,churned,580.0
524,317,Coffee,Doughnut,1230.0
525,317,Doughnut,Banana,480.0
526,317,Banana,churned,819.9999999999999
527,318,Banana,Banana,720.0
528,318,Banana,Banana,720.0
529,318,Banana,Doughnut,720.0
530,318,Doughnut,Apple,360.0
531,318,Apple,churned,760.0
532,319,Apple,churned,550.0
533,320,Banana,churned,720.0
534,321,Apple,churned,700.0
535,322,Doughnut,Coffee,480.0
536,322,Coffee,churned,1230.0
537,323,Apple,Coffee,640.0
538,323,Coffee,churned,1470.0
539,324,Doughnut,churned,610.0
540,325,Banana,Coffee,720.0
541,325,Coffee,churned,1200.0
542,326,Apple,Coffee,760.0
543,326,Coffee,churned,1200.0
544,327,Apple,churned,580.0
545,328,Doughnut,churned,370.0
546,329,Apple,churned,760.0
547,330,Doughnut,Doughnut,590.0
548,330,Doughnut,churned,590.0
549,331,Doughnut,Banana,480.0
550,331,Banana,churned,819.9999999999999
551,332,Doughnut,churned,370.0
552,333,Apple,churned,580.0
553,334,Banana,churned,900.0
554,335,Doughnut,churned,590.0
555,336,Banana,churned,900.0
556,337,Banana,Coffee,720.0
557,337,Coffee,churned,1200.0
558,338,Banana,Coffee,900.0
559,338,Coffee,churned,1470.0
560,339,Doughnut,churned,590.0
561,340,Coffee,Banana,1200.0
562,340,Banana,Coffee,720.0
563,340,Coffee,churned,1200.0
564,342,Doughnut,Apple,610.0
565,342,Apple,churned,640.0
566,343,Coffee,Doughnut,1470.0
567,343,Doughnut,Coffee,610.0
568,343,Coffee,churned,1470.0
569,344,Coffee,Doughnut,1230.0
570,344,Doughnut,churned,480.0
571,345,Banana,Apple,720.0
572,345,Apple,churned,760.0
573,346,Banana,churned,819.9999999999999
574,347,Banana,churned,819.9999999999999
575,348,Coffee,churned,1470.0
576,349,Doughnut,churned,480.0
577,350,Coffee,none,1390.0
578,351,Doughnut,churned,480.0
579,352,Apple,churned,760.0
580,353,Apple,Coffee,640.0
581,353,Coffee,Apple,1470.0
582,353,Apple,churned,640.0
583,354,Apple,Banana,580.0
584,354,Banana,churned,750.0
585,355,Coffee,Banana,1390.0
586,355,Banana,churned,750.0
587,356,Apple,Banana,760.0
588,356,Banana,churned,720.0
589,357,Banana,churned,900.0
590,358,Banana,churned,900.0
591,359,Banana,Banana,900.0
592,359,Banana,Banana,900.0
593,359,Banana,churned,900.0
594,360,Apple,churned,640.0
595,362,Banana,Coffee,750.0
596,362,Coffee,churned,1390.0
597,363,Doughnut,churned,480.0
598,364,Banana,churned,750.0
599,365,Apple,Coffee,760.0
600,365,Coffee,churned,1200.0
601,366,Coffee,Apple,1200.0
602,366,Apple,churned,760.0
603,368,Banana,Doughnut,900.0
604,368,Doughnut,churned,610.0
605,369,Banana,Coffee,720.0
606,369,Coffee,churned,1200.0
607,370,Apple,churned,760.0
608,371,Coffee,Doughnut,1480.0
609,371,Doughnut,churned,370.0
610,372,Doughnut,Banana,480.0
611,372,Banana,churned,819.9999999999999
612,373,Banana,churned,900.0
613,374,Coffee,Apple,1230.0
614,374,Apple,churned,550.0
615,375,Apple,Doughnut,550.0
616,375,Doughnut,churned,480.0
617,376,Apple,Coffee,640.0
618,376,Coffee,churned,1470.0
619,377,Banana,churned,900.0
620,378,Apple,churned,580.0
621,379,Doughnut,churned,480.0
622,380,Coffee,Coffee,1470.0
623,380,Coffee,churned,1470.0
624,381,Apple,Apple,760.0
625,381,Apple,churned,760.0
626,382,Banana,churned,900.0
627,383,Apple,churned,640.0
628,384,Apple,churned,640.0
629,386,Banana,Coffee,720.0
630,386,Coffee,churned,1200.0
631,387,Apple,churned,580.0
632,388,Apple,churned,640.0
633,389,Banana,churned,900.0
634,390,Doughnut,churned,370.0
635,391,Coffee,churned,1470.0
636,392,Apple,Coffee,760.0
637,392,Coffee,churned,1200.0
638,393,Doughnut,churned,480.0
639,394,Banana,churned,819.9999999999999
640,395,Apple,Coffee,640.0
641,395,Coffee,churned,1470.0
642,396,Banana,Doughnut,900.0
643,396,Doughnut,churned,370.0
644,397,Apple,churned,760.0
645,398,Coffee,Banana,1390.0
646,398,Banana,churned,750.0
647,399,Coffee,churned,1390.0
648,400,Doughnut,churned,590.0
649,401,Apple,Apple,760.0
650,401,Apple,Doughnut,760.0
651,401,Doughnut,churned,360.0
652,402,Coffee,churned,1390.0
653,403,Banana,Doughnut,900.0
654,403,Doughnut,churned,610.0
655,404,Coffee,Doughnut,1480.0
656,404,Doughnut,Doughnut,370.0
657,404,Doughnut,Banana,370.0
658,404,Banana,churned,900.0
659,405,Doughnut,Doughnut,370.0
660,405,Doughnut,Coffee,370.0
661,405,Coffee,churned,1480.0
662,406,Coffee,churned,1200.0
663,407,Doughnut,churned,370.0
664,408,Banana,churned,900.0
665,410,Banana,Banana,900.0
666,410,Banana,Coffee,900.0
667,410,Coffee,churned,1470.0
668,411,Banana,Coffee,720.0
669,411,Coffee,churned,1200.0
670,412,Doughnut,churned,370.0
671,413,Apple,churned,700.0
672,414,Coffee,churned,1470.0
673,415,Doughnut,churned,370.0
674,416,Coffee,churned,1390.0
675,417,Banana,churned,720.0
676,418,Coffee,Banana,1480.0
677,418,Banana,churned,900.0
678,419,Doughnut,churned,370.0
679,420,Banana,churned,819.9999999999999
680,422,Coffee,Doughnut,1480.0
681,422,Doughnut,churned,370.0
682,423,Banana,churned,819.9999999999999
683,424,Apple,churned,640.0
684,425,Doughnut,churned,480.0
685,426,Coffee,Doughnut,1390.0
686,426,Doughnut,Coffee,590.0
687,426,Coffee,churned,1390.0
688,427,Coffee,Doughnut,1480.0
689,427,Doughnut,churned,370.0
690,428,Coffee,churned,1230.0
691,430,Coffee,Apple,1200.0
692,430,Apple,churned,760.0
693,431,Doughnut,churned,480.0
694,432,Apple,churned,760.0
695,433,Banana,churned,720.0
696,434,Apple,Apple,760.0
697,434,Apple,churned,760.0
698,435,Coffee,churned,1390.0
699,436,Banana,churned,819.9999999999999
700,437,Doughnut,none,480.0
701,438,Banana,Coffee,900.0
702,438,Coffee,churned,1480.0
703,439,Coffee,Doughnut,1480.0
704,439,Doughnut,churned,370.0
705,440,Coffee,Apple,1480.0
706,440,Apple,churned,700.0
707,441,Banana,churned,819.9999999999999
708,442,Coffee,churned,1470.0
709,443,Apple,churned,700.0
710,444,Apple,churned,640.0
711,445,Doughnut,Doughnut,480.0
712,445,Doughnut,churned,480.0
713,446,Banana,Coffee,900.0
714,446,Coffee,churned,1470.0
715,447,Coffee,Doughnut,1390.0
716,447,Doughnut,churned,590.0
717,448,Coffee,Apple,1230.0
718,448,Apple,churned,550.0
719,449,Doughnut,Coffee,480.0
720,449,Coffee,Coffee,1230.0
721,449,Coffee,churned,1230.0
722,450,Apple,Coffee,640.0
723,450,Coffee,Coffee,1470.0
724,450,Coffee,churned,1470.0
725,451,Banana,none,819.9999999999999
726,453,Apple,Banana,580.0
727,453,Banana,none,750.0
728,454,Apple,churned,760.0
729,455,Coffee,churned,1390.0
730,457,Apple,churned,550.0
731,458,Apple,Apple,760.0
732,458,Apple,Apple,760.0
733,458,Apple,Coffee,760.0
734,458,Coffee,churned,1200.0
735,459,Banana,Doughnut,900.0
736,459,Doughnut,churned,370.0
737,460,Doughnut,churned,480.0
738,461,Apple,Apple,640.0
739,461,Apple,churned,640.0
740,462,Coffee,Apple,1200.0
741,462,Apple,Apple,760.0
742,462,Apple,churned,760.0
743,463,Apple,Coffee,640.0
744,463,Coffee,churned,1470.0
745,464,Apple,churned,640.0
746,465,Banana,churned,750.0
747,466,Doughnut,Coffee,480.0
748,466,Coffee,Banana,1230.0
749,466,Banana,churned,819.9999999999999
750,467,Apple,Apple,640.0
751,467,Apple,churned,640.0
752,468,Apple,Banana,580.0
753,468,Banana,churned,750.0
754,469,Apple,churned,700.0
755,470,Banana,Banana,750.0
756,470,Banana,churned,750.0
757,471,Coffee,Banana,1390.0
758,471,Banana,Banana,750.0
759,471,Banana,Banana,750.0
760,471,Banana,churned,750.0
761,472,Doughnut,churned,370.0
762,473,Doughnut,Doughnut,370.0
763,473,Doughnut,churned,370.0
764,474,Banana,churned,720.0
765,475,Banana,churned,900.0
766,476,Coffee,churned,1470.0
767,477,Coffee,Apple,1480.0
768,477,Apple,churned,700.0
769,478,Doughnut,churned,480.0
770,479,Banana,Coffee,720.0
771,479,Coffee,churned,1200.0
772,480,Doughnut,churned,590.0
773,481,Apple,churned,640.0
774,482,Doughnut,churned,590.0
775,483,Coffee,Doughnut,1480.0
776,483,Doughnut,churned,370.0
777,485,Coffee,Apple,1230.0
778,485,Apple,Coffee,550.0
779,485,Coffee,Apple,1230.0
780,485,Apple,Coffee,550.0
781,485,Coffee,churned,1230.0
782,486,Coffee,Doughnut,1480.0
783,486,Doughnut,churned,370.0
784,487,Apple,churned,760.0
785,488,Coffee,Banana,1200.0
786,488,Banana,Banana,720.0
787,488,Banana,churned,720.0
788,489,Banana,churned,819.9999999999999
789,490,Banana,Apple,720.0
790,490,Apple,churned,760.0
791,491,Apple,churned,580.0
792,492,Banana,Banana,750.0
793,492,Banana,churned,750.0
794,493,Banana,Banana,720.0
795,493,Banana,churned,720.0
796,494,Coffee,Coffee,1480.0
797,494,Coffee,Coffee,1480.0
798,494,Coffee,churned,1480.0
799,495,Doughnut,churned,590.0
800,496,Apple,churned,760.0
801,497,Apple,churned,580.0
802,498,Doughnut,Doughnut,370.0
803,498,Doughnut,Coffee,370.0
804,498,Coffee,churned,1480.0
805,499,Coffee,Doughnut,1230.0
806,499,Doughnut,churned,480.0
807,500,Banana,Coffee,819.9999999999999
808,500,Coffee,churned,1230.0
809,501,Coffee,none,1390.0
810,502,Banana,churned,819.9999999999999
811,503,Apple,churned,760.0
812,504,Doughnut,churned,480.0
813,505,Coffee,Apple,1470.0
814,505,Apple,churned,640.0
815,506,Apple,churned,640.0
816,507,Banana,Apple,900.0
817,507,Apple,churned,700.0
818,508,Banana,churned,900.0
819,509,Doughnut,churned,370.0
820,510,Doughnut,churned,590.0
821,511,Coffee,none,1470.0
822,512,Coffee,Banana,1480.0
823,512,Banana,Coffee,900.0
824,512,Coffee,churned,1480.0
825,513,Apple,Banana,580.0
826,513,Banana,churned,750.0
827,514,Doughnut,Banana,590.0
828,514,Banana,churned,750.0
